ID,LATITUDE,LONGTITUDE,ELEVATION,NAME,
ASN00026102,-37.8221,140.7593,40,MOUNT GAMBIER COUNCIL DEPOT,
ASN00026103,-37.134,140.7273,52,BOOL LAGOON (LOCKSLEY FARM),
ASN00026104,-36.8465,140.5592,42,NARACOORTE (VIEW BANK),
ASN00026105,-37.1776,139.8054,3,ROBE AIRFIELD,95816
ASN00026106,-37.1039,140.0958,13,ROBE (BISCUIT FLAT),
ASN00026107,-36.437,140.3356,41,WILLALOOKA (NIOKA),
ASN00026109,-37.3818,139.9454,5,LAKE GEORGE (MAHARISHI VEDI,C C
ASN00026110,-36.7746,140.0222,30,KINGSTON SE (MOREVIEW),
ASN00026111,-37.9268,140.4257,2,PELICAN POINT,
ASN00026112,-37.285,140.6927,50,MAGPIE CORNER (MURRAY'S COT,TAG
ASN00027000,-13.3539,141.7208,13,AURUKUN SHIRE COUNCIL,
ASN00027001,-10,142.1667,5,BADU MULGRAVE ISLAND,
ASN00027002,-9.2333,142.2167,-999.9,BOIGU,
ASN00027003,-10.6058,141.9142,19.2,BOOBY ISLAND LIGHTHOUSE,
ASN00027004,-10.7,142.5333,40,CAPE YORK POST OFFICE,
ASN00027005,-13.9447,143.2006,199,COEN POST OFFICE,
ASN00027006,-13.7642,143.1178,160.5,COEN AIRPORT EVAP,
ASN00027007,-10.9,142.3167,-999.9,COWELL CREEK,
ASN00027008,-9.6,143.7,53,DARNLEY ISLAND SCHOOL,
ASN00027009,-9.4,142.55,-999.9,DAUAN ISLAND,
ASN00027010,-10.5667,142.15,104,GOODE ISLAND LIGHTHOUSE,
ASN00027011,-9.9833,143.2,-999.9,MABUIAG ISLAND,
ASN00027012,-12.0161,141.9,6,OLD MAPOON,
ASN00027013,-11.55,142.4667,58,MCDONNELL STATION,
ASN00027014,-13.1833,142.8,122,MEIN STATION,
ASN00027015,-12.4536,142.6389,40,MORETON TELEGRAPH STATION,
ASN00027016,-9.9167,144.0333,-999.9,MURRAY ISLAND,
ASN00027017,-10.25,142.4833,-999.9,NAGHIR ISLAND,
ASN00027018,-9.4,142.7,7,SAIBAI ISLAND,
ASN00027019,-10.1833,142.3333,-999.9,MOA ISLAND MISSION,
ASN00027020,-9.5,143.5333,-999.9,STEPHEN ISLAND,
ASN00027021,-10.5831,142.2203,8,THURSDAY ISLAND TOWNSHIP,
ASN00027022,-10.5853,142.21,57.6,THURSDAY ISLAND MO,
ASN00027024,-13.0833,142.95,150,WENLOCK POST OFFICE,
ASN00027025,-9.9,142.7833,-999.9,YAM ISLAND SCHOOL,
ASN00027026,-9.75,143.4167,-999.9,YORK ISLAND SCHOOL,
ASN00027027,-10.5906,142.2878,13,HORN ISLAND AIRPORT,
ASN00027028,-14.3167,143.3,-999.9,YARRADEN,
ASN00027030,-11.4011,142.4092,110,ELIOT FALLS,
ASN00027031,-10.8969,142.3844,58,BAMAGA,
ASN00027032,-14.4783,142.8264,77,STRATHBURN STATION,
ASN00027033,-10.95,142.7,4,TURTLE HEAD ISLAND,
ASN00027034,-12.6608,142.6706,50,BATAVIA DOWNS STATION,
ASN00027035,-10.75,142.6,-999.9,SOMERSET,
ASN00027036,-10.5833,142.2167,-999.9,THURSDAY ISLAND RESIDENCY,
ASN00027037,-10.7167,142.4333,3,PEAK POINT,
ASN00027038,-16.4231,143.1456,93,HIGHBURY STATION,
ASN00027039,-14.8856,142.8019,121.9,STRATHMAY STATION,
ASN00027040,-13.7,141.55,5,PERET OUTSTATION,
ASN00027041,-14.85,143.2667,229,GLEN GARLAND STATION,
ASN00027042,-12.6267,141.8836,20,WEIPA EASTERN AVE,
ASN00027043,-13.7458,142.4275,76,MERIPAH,
ASN00027044,-13.0658,142.4511,80,MERLUNA,
ASN00027045,-12.6778,141.9208,18,WEIPA AERO,GSN     94170
ASN00027046,-15.1139,143.31,150,DIXIE,
ASN00027048,-10.9428,142.4508,15,INJINOO AIRPORT,
ASN00027049,-13.6578,142.6689,80,ROKEBY NATIONAL PARK,
ASN00027050,-11.7508,142.5822,113,HEATHLANDS NATIONAL PARK,
ASN00027051,-15.4167,142.9,-999.9,ORONERS STATION,
ASN00027052,-10.5333,141.45,-999.9,PROUDFOOT SHOAL,
ASN00027054,-10.0511,143.0686,3.5,COCONUT ISLAND,94182
ASN00027055,-14.8772,142.9644,125,STRATH HAVEN STATION,
ASN00027056,-13.3181,142.8911,150,WOLVERTON,
ASN00027057,-12.655,142.0333,42,SCHERGER RAAF BASE,
ASN00027058,-10.5844,142.29,4,HORN ISLAND,94174
ASN00027060,-14.7947,142.4333,45,STRATHGORDON,
ASN00027061,-14.5181,142.0389,45,SOUTHWELL STATION,
ASN00027062,-10.7194,142.4586,11,PUNSAND BAY,
ASN00027063,-13.4381,142.9417,113,ARCHER RIVER ROADHOUSE,
ASN00027064,-13.1325,142.7872,100,PICCANINNY PLAINS STATION,
ASN00027065,-12.4753,141.9147,30,ELY CAMP,
ASN00027066,-12.7075,142.3608,75,SUDLEY STATION,
ASN00027067,-13.7464,142.1419,30,KENDALL RIVER STATION,
ASN00027068,-13.7119,141.5547,5,WATHANIIN,
ASN00027069,-14.9406,142.3431,64,BALURGA STATION,
ASN00027071,-11.8517,142.0356,24,SKARDON RIVER,
ASN00027072,-12.0933,142.5589,49,BRAMWELL,
ASN00027073,-13.7606,143.1183,159.3,COEN AIRPORT,94183
ASN00027074,-10.7325,142.6,10,ALBANY ISLAND,
ASN00027075,-12.6167,142.0869,39.3,SCHERGER RAAF,94171
ASN00028000,-15.5581,144.4453,95,LAURA POST OFFICE,
ASN00028001,-12.9833,143.5,20,LOCKHART RIVER MISSION,
ASN00028002,-16.05,144.3,-999.9,MAYTOWN,
ASN00028003,-17.1,144.3833,342,MUNGANA,
ASN00028004,-16.0008,144.0758,203.8,PALMERVILLE,94276
ASN00028005,-15.8842,143.5125,125,KING JUNCTION,
ASN00028006,-16.6833,143.9,-999.9,WALSH RIVER POST OFFICE,
ASN00028007,-14.7803,143.5036,79.4,MUSGRAVE,94187
ASN00028008,-12.785,143.3047,18.5,LOCKHART RIVER AIRPORT,94186
ASN00028009,-17.0472,144.3489,304.8,ROOKWOOD STATION,
ASN00028010,-15.4994,144.2814,165,FAIRVIEW OUTSTATION,
ASN00028011,-14.8869,144.2169,10,KALPOWAR,
ASN00028012,-15.3167,143.9558,80,KOOLBURRA,
ASN00028013,-16.2217,144.7081,490,MAITLAND DOWNS STATION,
ASN00028014,-14.4894,143.6775,40,LILYVALE STATION,
ASN00028015,-16.6622,143.9969,152.4,WROTHAM PARK,
ASN00028016,-15.0439,143.7614,30,MARY VALLEY STATION,
ASN00028017,-13.9772,143.55,10,SILVER PLAINS STATION,
ASN00028018,-15.1994,143.8556,80,KALINGA,
ASN00028019,-12.6175,143.4475,5,RESTORATION ISLAND,
ASN00028020,-16.3772,143.9844,175,MOUNT MULGRAVE,
ASN00028021,-15.7167,144.6667,80,CROCKODILE,
ASN00028022,-16.5419,143.6694,120,GAMBOOLA STATION,
ASN00028023,-14.9258,144.1994,28,LAKEFIELD NATIONAL PARK,
ASN00028024,-14.7364,144.1175,15,BIZANT,
ASN00028025,-15.6867,143.5633,180,PINNACLE,
ASN00028026,-15.4258,143.4947,160,KILLARNEY,
ASN00028027,-15.6119,143.4786,229,KIMBA,
ASN00028028,-16.8717,143.4733,140,BULIMBA STATION,
ASN00028030,-15.5667,144.0167,100,ST GEORGE,
ASN00028031,-14.7317,143.5864,59,VIOLET VALE STATION,
ASN00028032,-16.8339,144.4217,375,NYCHUM STATION,
ASN00028033,-15.7453,144.045,180,FAIRLIGHT,
ASN00028034,-15.2417,144.8108,125,MELSONBY STATION,
ASN00028035,-14.7117,143.7303,30,LOTUS BIRD LODGE,
ASN00028036,-11.9833,143.25,18,HICKS ISLAND,
ASN00029000,-18.2952,139.2828,43,ALMORA STATION,
ASN00029001,-18.5447,139.8706,75,AUGUSTUS DOWNS STATION,
ASN00029002,-19.5319,141.3531,90,ARIZONA,
ASN00029003,-20.25,141.7667,-999.9,AUCKLAND DOWNS STATION,
ASN00029004,-17.7425,139.5475,5.5,BURKETOWN POST OFFICE,94259
ASN00029005,-20.0744,142.2089,170,BUNDA BUNDA,
ASN00029006,-20.1833,141.45,-999.9,CABANDA STATION,
ASN00029007,-19.4764,140.9317,55,CANOBIE,
ASN00029008,-20.7089,140.5192,200,CLONCURRY MCILLWRAITH ST,
ASN00029009,-20.6717,140.5083,189,CLONCURRY AERO,
ASN00029010,-20.2667,141.6167,-999.9,CONSENTES STATION,
ASN00029011,-20.1669,141.8514,160,CROWFELS STATION,
ASN00029012,-18.2044,142.2447,115.5,CROYDON TOWNSHIP,94269
ASN00029013,-18.7139,140.5472,50,DONORS HILL STATION,
ASN00029014,-16.0414,142.3786,40,DUNBAR STATION,
ASN00029015,-20.6528,141.5486,122,EDDINGTON STATION,
ASN00029016,-18.8525,142.5742,175,ESMERALDA STATION,
ASN00029017,-21.2333,141.55,178,EULOLO STATION,
ASN00029018,-20.05,142.3167,-999.9,EUTHELLA STATION,
ASN00029019,-18.15,142.85,-999.9,GILBERT RIVER POST OFFICE,
ASN00029020,-20.7,141.5,120,GILLIAT POST OFFICE,
ASN00029021,-17.3667,141.5,-999.9,GLENCOE STATION,
ASN00029022,-20.0919,140.3675,152,GRANADA STATION,
ASN00029023,-18.8692,141.2069,50,IFFLEY STATION,
ASN00029024,-18.1333,142.85,-999.9,CHADSHUNT STATION,
ASN00029025,-20.6569,141.7458,122.6,JULIA CREEK POST OFFICE,
ASN00029026,-20.0303,140.0378,150,KAJABBI KALKADOON HOTEL,
ASN00029027,-19.36,140.0414,91.4,KAMILAROI STATION,
ASN00029028,-17.4561,140.8319,4.9,KARUMBA AIRPORT,
ASN00029029,-15.8931,142.4439,43,KOOLATAH STATION,
ASN00029030,-20.4247,141.4047,100,LANDS END STATION,
ASN00029031,-18.5806,138.5811,70,LAWN HILL,
ASN00029032,-19.0067,139.8961,75,LORRAINE,
ASN00029033,-16.65,141.45,-999.9,MACARONI STATION,
ASN00029034,-21.2719,141.2892,172,MCKINLAY ROADHOUSE,
ASN00029035,-18.205,140.8867,15,MILGARRA,
ASN00029036,-19.8581,141.5567,100,MILLUNGERA STATION,
ASN00029037,-17.3297,141.8797,50,MIRANDA DOWNS STATION,
ASN00029038,-15.4818,141.7483,9.6,KOWANYAMA AIRPORT,94268
ASN00029039,-16.664,139.1837,8.5,MORNINGTON ISLAND,94256
ASN00029040,-19.5261,138.3664,250,MORSTONE STATION,
ASN00029041,-17.6706,141.0672,8.4,NORMANTON POST OFFICE,
ASN00029042,-20.7,141.0667,131,OORINDI RAILWAY STATION,
ASN00029043,-20.55,141.9333,-999.9,OXTON DOWNS STATION,
ASN00029044,-18.9167,142.25,-999.9,PROSPECT STATION,
ASN00029045,-17.8619,142.5603,120,STRATHMORE,
ASN00029046,-17.9408,141.755,53,BLACKBULL SIDING,
ASN00029047,-19.6242,138.6386,250,UNDILLA STATION,
ASN00029048,-16.9683,141.9547,35,VANROOK STATION,
ASN00029049,-20.4436,141.4553,100,WERRINA STATION,
ASN00029050,-18.5736,140.8972,40,WONDOOLA STATION,
ASN00029051,-20.0158,141.905,140,ZONIA DOWNS,
ASN00029052,-14.8989,141.6192,4,PORMPURAAW TOWNSHIP,
ASN00029053,-19.4667,141.2667,-999.9,DORA VALE STATION,
ASN00029054,-18.2092,142.6575,158,INORUNIE STATION,
ASN00029055,-19.4667,141.2167,-999.9,LYRIAN DOWNS STATION,
ASN00029056,-21.4333,141.4167,-999.9,MILGERY STATION,
ASN00029057,-17.1833,141.7108,60,STIRLING STATION,
ASN00029058,-20.6672,141.7214,122.5,JULIA CREEK AIRPORT,94337
ASN00029059,-18.5333,140.65,-999.9,BANG BANG STATION,
ASN00029060,-17.8833,138.5833,-999.9,CORINDA STATION,
ASN00029061,-18.9511,138.0531,250,HERBERT VALE,
ASN00029062,-19.25,140.6333,-999.9,WURUNG STATION,
ASN00029063,-17.6872,141.0733,18.4,NORMANTON AIRPORT,94266
ASN00029064,-20.3167,139.75,-999.9,PICKWICK STATION,
ASN00029065,-18.7881,139.7119,100,NARDOO STATION,
ASN00029066,-19.0281,138.7408,150,RIVERSLEIGH STATION,
ASN00029068,-18.1689,139.1381,30,PUNJAUB STATION,
ASN00029069,-17.3383,138.2508,60,WESTMORELAND STATION,
ASN00029070,-18.05,142,-999.9,GREEN CREEK,
ASN00029071,-18.2281,139.8739,12,FLORAVILLE DOWNS STATION,
ASN00029072,-17.4667,140.8333,5,KARUMBA PILOT STATION,
ASN00029073,-17.6833,141.0833,12,NORMANTON HOSPITAL,
ASN00029074,-17.9667,142.3333,108,WALLABADAH STATION,
ASN00029075,-20.4747,140.5828,60,FORT CONSTANTINE STATION,
ASN00029076,-17.7792,140.8794,16,MAGOWRA STATION,
ASN00029077,-17.7483,139.5356,5.7,BURKETOWN AIRPORT,GSN     94260
ASN00029078,-20.2508,140.655,140,COTSWOLD STATION,
ASN00029079,-17.4833,140.8333,3,KARUMBA LODGE,
ASN00029080,-19.3142,138.3322,250,NORFOLK STATION,
ASN00029081,-18.503,139.2903,76,GREGORY DOWNS STATION,
ASN00029082,-18.3883,142.2586,110,MITTAGONG STATION,
ASN00029083,-17.9567,139.7553,15,ARMRAYNALD STATION,
ASN00029084,-19.1,140.8833,58,CLEANSKIN STATION,
ASN00029085,-16.2333,141.4167,6.1,INKERMAN STATION,
ASN00029086,-18.9611,140.5386,60,COWAN DOWNS STATION,
ASN00029087,-18.65,139.25,-999.9,GREGORY DOWNS HOTEL,
ASN00029088,-20.3667,140.2833,-999.9,DIPVALE STATION,
ASN00029089,-20.1408,140.6806,140,CLONAGH STATION,
ASN00029090,-21.0344,141.8008,144,TOORAK RESEARCH STATION,
ASN00029091,-19.8253,140.1608,120,COOLULLAH STATION,
ASN00029092,-19.8392,140.9336,90,BRINARD STATION,
ASN00029093,-17.9431,138.8219,50,DOOMADGEE SHARP STREET,
ASN00029094,-19.6881,139.3661,225,MAMMOTH MINE,
ASN00029095,-17.8667,141.1167,-999.9,GLENORE STATION,
ASN00029096,-18.3078,142.3558,140,ALEHVALE STATION,
ASN00029097,-20.1,140.6333,-999.9,DONALDSON STATION,
ASN00029098,-21.5169,141.4478,230,PENOLA DOWNS STATION,
ASN00029099,-20.1236,141.3186,90,DALGONALLY STATION,
ASN00029100,-18.6419,139.2516,78,GREGORY DOWNS OUTSTATION,
ASN00029105,-20.5019,140.3164,176,CARSLAND,
ASN00029106,-20.1167,139.725,410,JULIUS DAM,
ASN00029107,-20.3,139.5833,-999.9,JULIUS DAM PIPELINE SITE,
ASN00029108,-20.1661,139.7328,240,JULIUS DAM PUMPING SITE 1,
ASN00029109,-20.3833,139.5167,330,JULIUS DAM PUMPING SITE 2,
ASN00029110,-15.6386,141.8228,20,RUTLAND PLAINS STATION,
ASN00029111,-16.9933,141.3161,20,DELTA DOWNS STATION,
ASN00029112,-19.6667,139.05,333,LADY ANNIE MINE,
ASN00029113,-18.0697,141.6253,60,GUM CREEK STATION,
ASN00029114,-19.6028,142.2394,160,MALPAS STATION,
ASN00029115,-15.8333,141.4167,-999.9,WATERLOO STATION,
ASN00029116,-21.2333,141.1167,-999.9,STRATHFIELD STATION,
ASN00029117,-18,140.5667,-999.9,INVERLEIGH STATION,
ASN00029118,-20.1444,139.4142,350,CALTON HILLS STATION,
ASN00029119,-20.7333,140,168,MARY KATHLEEN URANIUM,
ASN00029120,-21.5333,140.5,-999.9,SELWYN WRC,
ASN00029121,-20.5958,139.6939,280,WEST LEICHHARDT STATION,
ASN00029122,-21.2833,140.5,-999.9,KURIDALA POST OFFICE,
ASN00029123,-20.5833,139.5767,330,LAKE MOONDARRA,
ASN00029124,-21.0667,140.3,-999.9,MALBON RAILWAY STATION,
ASN00029125,-20.7333,139.4833,356,MOUNT ISA POST OFFICE,
ASN00029126,-20.7361,139.4817,381,MOUNT ISA MINE,GSN     94332
ASN00029127,-20.6778,139.4875,340.3,MOUNT ISA AERO,94332
ASN00029129,-21.215,140.2333,282,DEVONCOURT STATION,
ASN00029130,-20.9542,139.5861,339,MIM RIFLE CREEK,
ASN00029131,-20.02,139.8433,190,GERETA STATION,
ASN00029132,-20.6556,142.1006,120,MANFRED DOWNS STATION,
ASN00029135,-20.7,141.8833,-999.9,GAROMNA STATION,
ASN00029136,-21.3661,140.4986,300,FARLEY STATION,
ASN00029137,-19.6661,141.3961,100,NUMIL DOWNS STATION,
ASN00029138,-20.9167,139.95,-999.9,HIGHTVILLE,
ASN00029139,-17.1142,139.5981,4,SWEERS ISLAND,94257
ASN00029141,-20.6664,140.505,186,CLONCURRY AIRPORT,94335
ASN00029144,-20.435,141.5481,120,KESWICK STATION,
ASN00029148,-18.2431,140.5283,20,MCALLISTER STATION,
ASN00029150,-20.8422,141.4292,150,MALVIE DOWNS STATION,
ASN00029152,-18.7036,138.4839,145,LAWN HILL GORGE NPWS,
ASN00029153,-18.0722,138.9322,39,BLUE HOLE,
ASN00029154,-18.4306,141.2686,21,YAPPAR RIVER,
ASN00029156,-19.2247,141.6397,90,MUNDJURO STATION,
ASN00029159,-17.8,139.3597,30,ESCOTT STATION,
ASN00029160,-20.235,141.2933,80,VIOLA STATION,
ASN00029161,-21.0733,140.2814,260,BRIGHTLANDS STATION,
ASN00029162,-20.6786,139.4831,340.3,MOUNT ISA COMPARISON,
ASN00029163,-18.1,138.3,90,KINGFISHER CAMP,
ASN00029164,-18.0983,138.3031,100,BOWTHORN STATION,
ASN00029165,-18.6517,139.2539,78,GREGORY TOWNSHIP,
ASN00029166,-18.9703,138.8033,115,RIVERSLEIGH TM,
ASN00029167,-18.7569,138.7056,126.8,CENTURY MINE,94261
ASN00029168,-16.5556,141.8286,20,DORUNDA STATION,
ASN00029169,-17.0458,141.3783,60,LOTUS VALE,
ASN00029170,-17.8333,139.2833,50,BEAMESBROOK,
ASN00029171,-20.1306,139.7187,299,LAKE JULIUS,
ASN00029172,-19.9064,139.107,351.7,LADY ANNIE COPPER MINE,
ASN00030000,-17.6036,143.1811,61,ABINGDON DOWNS STATION,
ASN00030001,-21,144,296,AFTON DOWNS STATION,
ASN00030002,-17.8131,144.3989,400,BURLINGTON,
ASN00030003,-20.6,144,271.3,ALDERLEY STATION,
ASN00030004,-21.0167,143.4,-999.9,ARJUNA STATION,
ASN00030005,-19.6833,145.5333,457,BLUFF DOWNS STATION,
ASN00030006,-20.6694,143.7375,290,BOREMBA STATION,
ASN00030007,-20.4333,142.9667,228,CAMBRIDGE DOWNS STATION,
ASN00030008,-18.7194,144.3181,480,CARPENTARIA DOWNS STATION,
ASN00030009,-20.0078,144.8992,722.4,CARGOON STATION,
ASN00030010,-20.4319,143.8628,380,DUTTON RIVER STATION,
ASN00030011,-19.7,144.1167,914,CHUDLEIGH PARK STATION,
ASN00030012,-20.3667,142.5167,-999.9,CLUTHA STATION,
ASN00030013,-18.3,143.4,-999.9,CUMBERLAND STATION,
ASN00030014,-18.5189,144.0914,458,EINASLEIGH TOWNSHIP,
ASN00030015,-21.1231,143.0389,220,ESSEX DOWNS STATION,
ASN00030016,-21.2667,144.8333,344,EWAN PLAINS STATION,
ASN00030017,-19.8167,144.4833,-999.9,FIGTREE STATION,
ASN00030018,-18.2922,143.5483,291.7,GEORGETOWN POST OFFICE,
ASN00030019,-19.2647,143.6741,536,GILBERTON,
ASN00030020,-21.2333,141.8942,171,GLENBERVIE STATION,
ASN00030021,-20.7389,144.4853,430,GLENDOWER STATION,
ASN00030022,-20.8192,144.2333,316.4,HUGHENDEN AIRPORT,94343
ASN00030023,-20.3617,145.6553,345,HOMESTEAD POST OFFICE,
ASN00030024,-20.8447,144.1986,324,HUGHENDEN POST OFFICE,
ASN00030025,-20.8528,144.2258,320,HUGHENDEN STATION,
ASN00030026,-20.4514,143.2292,233,KENMAC STATION,
ASN00030027,-18.8756,144.1433,520,KIDSTON GOLD MINE,
ASN00030028,-21.1833,143.7167,-999.9,KILLARNEY STATION,
ASN00030029,-21.2833,144.6333,-999.9,LAMMERMOOR STATION,
ASN00030030,-19.2039,144.37,883.9,LYNDHURST STATION,
ASN00030031,-20.8667,143.5667,237,MARATHON RAILWAY STATION,
ASN00030032,-19.5458,145.2533,430,MARYVALE STATION,
ASN00030033,-20.7192,142.6806,210,MAXWELTON POST OFFICE,
ASN00030034,-21.1167,144.8103,380,MERLIN STATION,
ASN00030035,-20.8633,143.305,210,MOSELLE DOWNS STATION,
ASN00030036,-18.1472,144.3183,462,MOUNT SURPRISE TOWNSHIP,
ASN00030037,-20.155,142.2139,139,NELIA POST OFFICE,
ASN00030038,-20.6744,142.4931,160,NONDA DOWNS STATION,
ASN00030039,-19.2544,144.1536,700,OAK PARK STATION,
ASN00030040,-20.5236,145.3989,403,PENTLAND POST OFFICE,
ASN00030041,-20.8708,144.6,432.2,PRAIRIE POST OFFICE,
ASN00030042,-18.2786,143.2242,335,PRESTWOOD STATION,
ASN00030043,-20.8944,142.1436,170,PROA STATION,
ASN00030044,-20.5667,143.1167,216.4,REDAN STATION,
ASN00030045,-20.7289,143.1425,211.1,RICHMOND POST OFFICE,GSN     94340
ASN00030046,-18.4222,144.4625,560,ROSELLA PLAINS STATION,
ASN00030047,-20.0356,142.4914,200,SAXBY DOWNS STATION,
ASN00030048,-18.6242,144.5739,540,SPRING CREEK STATION,
ASN00030049,-21.2678,143.8092,292,STAMFORD STATION,
ASN00030050,-21.1,142.5,-999.9,TARBRAX STATION,
ASN00030051,-20.7694,145.0211,465,TORRENS CREEK POST OFFICE,
ASN00030052,-19.6733,144.89,560,WANDO VALE STATION,
ASN00030053,-20.65,145.29,450,WARRIGUL RAILWAY STATION,
ASN00030054,-20.8133,143.2328,230,WILBURRA DOWNS STATION,
ASN00030055,-18.5883,143.6017,400,FORSAYTH CARAVAN PARK,
ASN00030056,-19.8,143.3,-999.9,WOOLGAR STATION,
ASN00030057,-21.2139,144.3644,320,ZARA STATION,
ASN00030058,-21.1117,144.9306,375,WOGADOONA,
ASN00030059,-19.6333,144.15,853,CHEVIOT HILLS STATION,
ASN00030060,-19.2,143.5,-999.9,ORTONA STATION,
ASN00030061,-18.6836,144.7444,512,CONJUBOY STATION,
ASN00030062,-20.1,142.5,-999.9,GLENGALA STATION,
ASN00030063,-20.3,143.1,-999.9,BURLEIGH STATION,
ASN00030064,-21.0167,144.3833,-999.9,REDCLIFF STATION,
ASN00030065,-21,142.4,-999.9,BOONOONA STATION,
ASN00030066,-21.2333,142.3333,137,BELFORD STATION,
ASN00030067,-21.25,143.9,307.8,ELDORADO DOWNS STATION,
ASN00030068,-19.4642,144.3189,793,OAK VALLEY STATION,
ASN00030069,-18.7667,144.85,572,WYANDOTTE STATION,
ASN00030070,-18.2422,143.0322,200,FOREST HOME STATION,
ASN00030071,-20.5856,143.9747,300,SPRING VALLEY STATION,
ASN00030072,-20.0969,144.9875,701,LOW HOLM STATION,
ASN00030073,-17.85,143.7028,240,VAN LEE,
ASN00030074,-20.4775,142.625,183,ARTESIAN DOWNS STATION,
ASN00030075,-20.095,142.6931,230,SOLWAY DOWNS STATION,
ASN00030076,-20.2167,143.4,365.8,COALBROOK STATION,
ASN00030077,-20.1167,144.5333,762,MOUNT EMU PLAINS STATION,
ASN00030078,-20.5525,144.0367,457,DENBIGH STATION,
ASN00030079,-21.05,144.95,457,CHELTENHAM STATION,
ASN00030080,-20.65,142.6167,-999.9,MOLESWORTH STATION,
ASN00030081,-20.2631,143.1097,250,BURLEIGH STATION,
ASN00030082,-19.7037,144.3775,760,GREGORY SPRINGS STATION,
ASN00030083,-19.9711,145.585,380,TOOMBA STUD,
ASN00030084,-17.3908,144.1811,300,BOLWARRA STATION,
ASN00030085,-21.2667,143.0167,235,CASSILIS STATION,
ASN00030086,-19.1833,143.5167,444,IONA STATION,
ASN00030087,-17.4,144.2,-999.9,TATE RIVER STATION,
ASN00030088,-19.3769,144.1156,800,WERRINGTON STATION,
ASN00030089,-20.9072,142.8,210,MERRIULA STATION,
ASN00030090,-19.1964,144.0014,670,BAGSTOWE STATION,
ASN00030091,-18.0808,143.4622,260,IRON HURST STATION,
ASN00030092,-21.2667,142.2167,-999.9,CLARAFIELD STATION,
ASN00030093,-19.9217,144.9583,680,ELLENVALE STATION,
ASN00030094,-20.6914,145.6994,300,MILRAY STATION WRC,
ASN00030095,-20.3833,143.2333,229,TOWRI STATION,
ASN00030096,-20.9167,143.0167,-999.9,PATROY STATION,
ASN00030097,-20.6167,143.2333,25,REVENUE DOWNS STATION,
ASN00030098,-19.6625,145.2836,500,KANGERONG STATION,
ASN00030099,-19.9683,144.6883,770,REEDY SPRINGS STATION,
ASN00030100,-20.5167,143.2833,-999.9,ACTION DOWNS STATION,
ASN00030101,-20.75,143.95,-999.9,ROKEBY STUD,
ASN00030102,-18.1778,143.3622,250,MOUNT TURNER STATION,
ASN00030103,-18.2225,143.9697,370,EVELEIGH STATION,
ASN00030104,-19.0425,143.6333,534,AGATE CREEK CAMP,
ASN00030106,-18.9372,144.4906,540,THE LYND STATION,
ASN00030107,-18.8383,143.7086,460,ROBIN HOOD STATION,
ASN00030108,-18.4333,142.9833,-999.9,LANGO VALE STATION,
ASN00030109,-18.1144,143.2861,240,HUONFELS STATION,
ASN00030110,-18.45,143.5333,270,LORNEVALE STATION,
ASN00030111,-18.3167,143.6667,375,ROUTH STATION,
ASN00030112,-18.8242,143.2531,309,NORTH HEAD,
ASN00030113,-19.5375,144.205,817.5,BLACKBRAES N.P,
ASN00030114,-19.0167,143.9333,-999.9,WELFERN STATION,
ASN00030115,-19.055,144.9594,457,LUCKY SPRINGS STATION,
ASN00030116,-18.1186,144.5539,630,WHITE WATERS STATION,
ASN00030117,-20.5333,145.5333,-999.9,GLENHOUGHTON STATION,
ASN00030119,-19.25,143.0667,305,FOG CREEK STATION,
ASN00030123,-20.8217,143.5767,224,MARATHON,
ASN00030124,-18.3039,143.5306,301.8,GEORGETOWN AIRPORT,GSN     94274
ASN00030125,-21.0167,144.05,289,WATTEN RAILWAY STATION,
ASN00030126,-18.2667,144.4,-999.9,JUNCTION CREEK STATION,
ASN00030127,-20.9942,144.6433,420,WOODBINE STATION,
ASN00030128,-21.1372,142.4544,160,CARNWATH STATION,
ASN00030129,-19.4231,145.31,400,NIALL STATION,
ASN00030130,-19.89,145.6125,370,SOUTHWICK WEST STATION,
ASN00030131,-19.8167,146.0333,-999.9,GAINSFORD STATION,
ASN00030132,-19.8019,145.8592,310,FLETCHER VALE STATION,
ASN00030133,-21.5778,141.9189,475.4,KYNUNA,
ASN00030135,-20.7833,142.5,-999.9,BUNDORAN STATION,
ASN00030136,-20.9481,145.8917,260,LONGTON STATION,
ASN00030137,-19.6347,145.7886,300,HILLGROVE STATION,
ASN00030138,-20.2106,144.6772,750,STRATHTAY STATION,
ASN00030139,-20.45,143.4167,265,SHERWOOD DOWNS STATION,
ASN00030140,-17.1589,144.5169,369,CHILLAGOE ATHERTON STREET,
ASN00030141,-19.76,144.7817,700,NEWBURGH STATION,
ASN00030143,-20.635,144.0114,240,SODA VALLEY STATION,
ASN00030144,-21.4014,142.6167,175,PLAINBY STATION,
ASN00030145,-19.7533,144.5181,610,CLARKE HILLS STATION,
ASN00030148,-19.7008,145.6564,330,EMU VALLEY STATION,
ASN00030149,-21.0442,144.0992,280,HILLVIEW STATION,
ASN00030150,-19.3833,143.1667,-999.9,BELLFIELD STATION,
ASN00030151,-20.36,144.34,640,BOONDEROO STATION,
ASN00030152,-20.8731,143.8556,265,DUNLUCE STATION,
ASN00030153,-19.0142,144.6475,535,WELCOME DOWNS STATION,
ASN00030154,-18.2253,144.6719,841,YARAMULLA STATION,
ASN00030155,-20.3044,144.2453,762,MT PLEASANT STATION,
