ID,LATITUDE,LONGTITUDE,ELEVATION,NAME,
ASN00082002,-36.5483,145.9703,169.5,BENALLA (SHADFORTH STREET),
ASN00082003,-36.65,146,-999.9,BENALLA ILFORD,
ASN00082004,-36.6667,145.9667,192,BENALLA SHARON,
ASN00082005,-36.1,147.1,-999.9,BETHANGA LOWER,
ASN00082006,-36.2222,146.2831,142,BOORHAMAN,
ASN00082007,-36,147.55,204.2,BURROWYE,
ASN00082008,-36.4552,147.4318,395,CALLAGHAN CREEK STATION,
ASN00082009,-36.6085,146.5371,238,CARBOOR,
ASN00082010,-36.1491,146.6106,209,CHILTERN (POST OFFICE),
ASN00082011,-36.2003,147.8956,313.5,CORRYONG (PARISH LANE),
ASN00082012,-36.4,147.6,-999.9,CRAVENSVILLE,
ASN00082013,-36.2,147.8,-999.9,CUDGEWA STATE SCHOOL,
ASN00082014,-36.2,147.9,152.4,CUDGEWA NORTH,
ASN00082015,-36.3084,146.5229,195,ELDORADO,
ASN00082016,-36.7545,145.5727,181,EUROA,
ASN00082017,-36.4,146.55,-999.9,EVERTON,
ASN00082018,-36.7691,147.6956,610,UPLANDS (GIBBO RIVER PARK),
ASN00082019,-36.9,145.6,61,GOORAM GONG,
ASN00082020,-36.6,146.3,-999.9,HANSONVILLE,
ASN00082021,-36.0964,146.6008,200,INDIGO,
ASN00082022,-36.4472,147.0467,223,KERGUNYAH SOUTH,
ASN00082023,-36.7,146.4,-999.9,KING VALLEY,
ASN00082024,-36.1523,147.4938,595,KOETONG,
ASN00082025,-36.8167,145.95,190.5,LIMA EAST,
ASN00082026,-36.2833,147.6167,-999.9,LUCYVALE,
ASN00082027,-36.6,146.4,-999.9,MEADOW CREEK,
ASN00082028,-36.2,146.9,-999.9,MIDDLE CREEK (LENEVA),
ASN00082029,-36.456,146.4299,158,MILAWA BROWN BROS,
ASN00082030,-36.55,147.4,356.6,MITTA MITTA,
ASN00082032,-36.576,146.3784,170,MOYHU,
ASN00082033,-36.6975,146.2852,271,MYRRHEE (JOELYN),
ASN00082034,-36.5667,146.7333,222.5,MYRTLEFORD POST OFFICE,
ASN00082035,-36.3336,147.7968,430,NARIEL CREEK  (SIMPSON),
ASN00082036,-36.3,146.9,-999.9,OSBORNES FLAT,
ASN00082037,-36.9667,145.5,510.5,RUFFY,
ASN00082038,-36.055,146.4783,169,RUTHERGLEN POST OFFICE,
ASN00082039,-36.1047,146.5094,175,RUTHERGLEN RESEARCH,95837
ASN00082040,-36.05,146.4,121.9,RUTHERGLEN NETHERBY WINE,
ASN00082041,-36.1859,146.4694,190,SPRINGHURST,
ASN00082042,-36.8472,145.7308,502,STRATHBOGIE,95843
ASN00082043,-36.7872,145.8225,557,STRATHBOGIE NORTH,
ASN00082044,-36.4333,147.2,-999.9,TALLANDOON POST OFFICE,
ASN00082045,-36.2161,147.1764,205,TALLANGATTA DCNR,
ASN00082046,-36.2506,147.0258,173,TANGAMBALANGA NE DAIRY,
ASN00082047,-36.1871,147.3551,220,TALLANGATTA (BULLIOH),
ASN00082048,-36.3,148,-999.9,THOWGLA UPPER,
ASN00082049,-36.6425,145.7234,183,VIOLET TOWN,
ASN00082050,-36,146.4,-999.9,WAHGUNYAH NURSERY,
ASN00082051,-36,146.4,138,WAHGUNYAH,
ASN00082052,-35.9645,147.7374,215,WALWA,
ASN00082053,-36.3667,146.3,150,WANGARATTA,
ASN00082054,-36.65,145.8833,259,WARRENBAYNE (BADDAGINNIE),
ASN00082055,-36.5031,146.6019,181,WHOROULY,
ASN00082056,-36.1167,146.9,152,WODONGA EXPRESS,
ASN00082057,-36.3025,146.7299,392,WOORAGEE,
ASN00082058,-36.3111,146.8381,301,YACKANDANDAH,
ASN00082059,-36.4167,146.7667,-999.9,STANLEY STATE FOREST,
ASN00082060,-36.1992,148.0244,280,TOWONG UPPER,
ASN00082061,-36.7025,146.0342,235,SWANPOOL (TIREE),
ASN00082062,-36.0508,147.9389,250,TINTALDRA,
ASN00082063,-36.6833,147.2333,-999.9,ESKDALE (LITTLE SNOWY CREEK,)
ASN00082064,-36.4167,146.8667,-999.9,BRUARONG,
ASN00082065,-36.2833,147.4,-999.9,WYEEBOO,
ASN00082066,-36.2,147.9,256,CORRYONG FORESTRY,
ASN00082067,-36.7333,147.7667,-999.9,GIBBO RIVER AREA (PEACEFUL,VAL
ASN00082068,-36.5293,147.3749,320,MITTA MITTA FORESTRY,
ASN00082069,-36.5531,146.4583,202,BOBINAWARRAH,
ASN00082070,-36.7,145.6,-999.9,BALMATTUM EAST,
ASN00082071,-36.15,146.65,-999.9,BARNAWARTHA,
ASN00082072,-36.55,145.95,-999.9,BENALLA (RYANS CREEK 1),
ASN00082073,-36.55,145.95,-999.9,BENALLA (RYANS CREEK 2),
ASN00082074,-36.25,147.7,-999.9,BERRINGAMA,
ASN00082075,-36.3,148.05,-999.9,BIGGARA,
ASN00082076,-36.5353,147.4984,365,DARTMOUTH RESERVOIR,94888
ASN00082077,-36.5,147,-999.9,DEDERANG,
ASN00082078,-36.45,147.3,-999.9,ESKDALE,
ASN00082079,-36.5,146.2,-999.9,GLENROWAN,
ASN00082080,-36.9,145.6,-999.9,GOORAM (LARNEUK),
ASN00082081,-36,146.5,-999.9,GOORAMADDA,
ASN00082082,-36.2,147,-999.9,HUON LANE,
ASN00082083,-36.804,145.418,180,LONGWOOD,
ASN00082084,-36.7136,145.7603,330,BOHO (HONEYSUCKLE CK U/S VI,OLE
ASN00082085,-36.1,146.55,-999.9,RUTHERGLEN VITICULTURE COLL,EGE
ASN00082086,-36.6,147.4,122,SNOWY CREEK STATION (ROCKAL,PIN
ASN00082087,-36.4,146.8,-999.9,STANLEY,
ASN00082088,-36.1347,146.8889,158,WODONGA SOUTH,
ASN00082089,-37.0018,145.568,552,TERIP TERIP,
ASN00082090,-36.4793,147.0297,261,DEDERANG,
ASN00082091,-36.1667,147.35,-999.9,HINDLETON (MONIVAE),
ASN00082092,-36.1821,147.5515,745,SHELLEY,
ASN00082093,-36.4658,146.2217,305,GLENROWAN POST OFFICE,
ASN00082094,-36.595,145.865,-999.9,BADDAGINNIE,
ASN00082096,-36.9005,145.5228,276,CREIGHTONS CREEK (BARONGA (,CRE
ASN00082097,-36.1873,147.305,210,BULLIOH (WOOD HILL),
ASN00082098,-36.7497,146.1178,250,TATONG (ALANDALE),
ASN00082099,-36.5171,147.071,260,GUNDOWRING UPPER,
ASN00082100,-36.1333,147,198,BONEGILLA,
ASN00082101,-36.4264,146.5106,150,EVERTON (DAWSON),
ASN00082102,-36.143,147.3772,320,BULLIOH (HINDLETON),
ASN00082103,-36.0243,147.5475,224,BURROWYE STATION,
ASN00082105,-36.8314,146.3982,292.6,WHITFIELD (KING RIVER AT CH,ESH
ASN00082107,-36.855,146.0046,273,LIMA SOUTH (LAKE NILLAHCOOT,IE)
ASN00082109,-36.6133,146.1131,210,MOLYULLAH (KILLANOOLA),
ASN00082110,-36.7333,146.1167,-999.9,TATONG,
ASN00082111,-36.497,146.6634,266,GAPSTED,
ASN00082112,-36.6533,146.8567,-999.9,OVENS RIVER @ EUROBIN,
ASN00082113,-36.5617,146.7125,205,MYRTLEFORD,
ASN00082114,-36.35,146.3333,-999.9,WANGARATTA TOWN HALL,
ASN00082115,-36.4667,146.0333,-999.9,BENALLA (FARNLEY),
ASN00082116,-36.6083,146.3583,-999.9,MYRRHEE (BOGGY CK AT ANGLES,IDE
ASN00082117,-36.1256,147.0995,262,BETHANGA,
ASN00082118,-36.6333,146.7,-999.9,BUFFALO RIVER SOUTH,
ASN00082119,-36.5,146.55,-999.9,WHOROULY NORTH,
ASN00082120,-36.51,147.2061,345,ESKDALE (LAUREL HILL),
ASN00082121,-36.35,146.3417,-999.9,OVENS RIVER (WANGARATTA),
ASN00082122,-36.1167,146.1333,164,WODONGA SENTINEL OFFICE,
ASN00082123,-36.05,147.9333,-999.9,TINTALDRA (JEPHCOTT),
ASN00082124,-36.8167,145.7667,547.1,STRATHBOGIE PINE RIDGE,
ASN00082126,-36.8833,145.7,159,STRATHBOGIE (BRAE BANK),
ASN00082127,-36.1425,146.2486,140,PEECHELBA EAST,
ASN00082128,-36.5131,146.4483,-999.9,HURDLE CK AT BOBINAWARRAH,
ASN00082129,-37.0167,145.8,338,WOODFIELD,
ASN00082130,-36.2619,146.8556,780,MOUNT BARANDUDA TELECOM,
ASN00082134,-36.6936,145.8785,225,WARRENBAYNE,
ASN00082135,-36.2333,146.7833,366,INDIGO UPPER (YARRANDOO),
ASN00082136,-36.7864,145.6081,182,EUROA (BOONAH),
ASN00082137,-36.3192,146.6803,330,BEECHWORTH WOOLSHED,94895
ASN00082138,-36.4206,146.3056,152.6,WANGARATTA AERO,94889
ASN00082139,-36.2136,147.5394,981,HUNTERS HILL,94878
ASN00082140,-36.8542,145.9381,340,LIMA EAST (CHARNWOOD),
ASN00082141,-36.6733,145.4961,140,EUROA (MIEPOLL),
ASN00082142,-36.9461,146.2197,915,TOLMIE (MOUNT TABLETOP REPE,ATE
ASN00082143,-36.7861,145.6581,220,SHEANS CREEK (HERONSLEA),
ASN00082144,-36.8167,145.64,300,KELVIN VIEW (WATERHOUSE RES,ERV
ASN00082145,-36.8753,145.5783,255,GOORAM (HILLSIDE),
ASN00082146,-36.9322,145.5842,320,GOORAM (MORELLA),
ASN00082147,-36.9217,145.6769,495,MERTON (ENDERLEE),
ASN00082148,-36.8278,145.8494,590,TOO ROUR (MOROKO PARK),
ASN00082149,-36.7858,145.5683,190,EUROA (CASTLE CK AT TELFORD,BR
ASN00082151,-36.8628,145.7333,470,SEVEN CREEKS AT STRATHBOGIE,
ASN00082153,-36.8206,145.705,580,KITHBROOK (BALQUHAIN),
ASN00082154,-36.8892,145.6814,440,SEVEN CREEKS AT D/S POLLY M,CQU
ASN00082155,-36.8211,146.1278,430,HOLLAND CK AT WRIGHTLEY,
ASN00082156,-36.7903,146.28,-999.9,MYRHEE (HANDCOCKS),
ASN00082157,-36.74,146.34,-999.9,MYRRHEE (CRYERS),
ASN00082158,-36.7478,146.5362,-999.9,EDI UPPER (BLACK RANGE TROU,T F
ASN00082162,-36.5775,146.8203,253,HAPPY VALLEY CREEK AT ROSEW,HIT
ASN00082163,-36.6364,146.5547,298,CARBOOR UPPER,
ASN00082165,-36.9502,146.0095,312.2,STUMP HILL (BARJARG),
ASN00082166,-36.4186,146.5572,251,BLOOMFIELD PARK (EVERTON),
ASN00082167,-36.5344,146.2181,174,GRETA WEST,
ASN00082168,-36.2153,147.3189,247,BULLIOH (SOLDIER SETTLERS R,D)
ASN00082169,-36.1828,147.8938,290,CORRYONG AIRPORT,94899
ASN00082170,-36.5523,145.9977,170.5,BENALLA AIRPORT,94884
ASN00083000,-36.9064,146.2389,907,ARCHERTON,
ASN00083001,-36.8799,147.062,-999.9,OVENS RIVER @ HARRIETVILLE,
ASN00083002,-37,146,313.3,BARJARG,
ASN00083003,-36.9456,147.7407,700,BENAMBRA (EVANDALE),
ASN00083004,-36.8056,147.2239,718,BOGONG,
ASN00083005,-36.7,147,305.4,BRIGHT POST OFFICE,
ASN00083006,-37.0333,147.2667,-999.9,COBUNGRA,
ASN00083008,-36.8064,146.625,344,DANDONGADALE (MOUNTAIN VIEW,)
ASN00083009,-37.15,146.1,-999.9,DELATITE,
ASN00083010,-36.6344,146.8628,266,EUROBIN,
ASN00083011,-36.9,147.5,-999.9,GLEN VALLEY (GLEN WILLS),
ASN00083012,-36.8925,147.0644,396,HARRIETVILLE,
ASN00083013,-37.0167,147.6667,688.8,HINNOMUNJIE,
ASN00083014,-36.9833,147.15,1783.1,HOTHAM HEIGHTS,
ASN00083015,-37.2333,146.15,295.7,HOWQUA,
ASN00083016,-37.2,146.3,-999.9,HOWQUA HILLS,
ASN00083017,-37.3014,146.1406,300,JAMIESON,
ASN00083019,-37.0525,146.0872,316,MANSFIELD (POST OFFICE),
ASN00083020,-37.05,146.0833,-999.9,MANSFIELD 2,
ASN00083021,-37.1,146.2667,527,MERRIJIG,
ASN00083022,-37.1,146.2,-999.9,MERRIJIG,
ASN00083023,-36.745,147.1633,365.8,MOUNT BEAUTY,
ASN00083024,-37.145,146.4394,1707,MOUNT BULLER,94894
ASN00083025,-37.1011,147.598,685,OMEO COMPARISON,
ASN00083026,-37.2,147.55,-999.9,OMEO VALLEY,
ASN00083027,-36.8,147,-999.9,SMOKO,
ASN00083028,-36.9,147.8,-999.9,THE BROTHERS,
ASN00083029,-37,146.2,762,TOLMIE (LANGLEY),
ASN00083030,-37,146.2,-999.9,TOLMIE STATE SCHOOL,
ASN00083031,-36.7513,146.4156,240,WHITFIELD,
ASN00083032,-36.8473,146.3225,816,WHITLANDS (BURDER'S LANE),
ASN00083033,-37.5696,146.2541,680,WOODS POINT,
ASN00083034,-37.6333,146.1333,1158.2,THOMSON UPPER,
ASN00083035,-36.9257,147.423,800,OMEO SHANNON VALE,
ASN00083036,-37.3667,146.2167,-999.9,KEVINGTON (TEN MILE),
ASN00083037,-36.8633,147.2794,1510,FALLS CREEK SEC,
ASN00083038,-36.6566,147.1283,295,TAWONGA,
ASN00083039,-37.555,146.4933,1199,CONNORS PLAIN RWC,
ASN00083040,-36.8,146.65,-999.9,DANDONGADALE (ABBEYARDS),
ASN00083041,-37.1167,146.3,610,TIMBERTOP,
ASN00083042,-37.5667,146.5833,-999.9,LICOLA (WILLOW CREEK),
ASN00083043,-36.8756,147.2886,1661.2,FALLS CREEK (ROCKY VALLEY),
ASN00083044,-37,146.1667,-999.9,BARWITE (BARRAGUNDA),
ASN00083045,-37.6167,146.2833,-999.9,JORDAN,
ASN00083046,-36.8,146.85,-999.9,BUCKLAND LOWER,
ASN00083047,-37.25,146.0167,-999.9,DARLINGFORD,
ASN00083048,-36.8667,147.4667,-999.9,GLEN WILLS (DARVALL),
ASN00083049,-36.9167,147.45,-999.9,GLEN WILLS (SHANNON VALE),
ASN00083050,-37.05,146.0833,315.8,MANSFIELD (WOLVERTON),
ASN00083051,-37,147.1,-999.9,MOUNT ST BERNARD,
ASN00083052,-37.1,147.5833,-999.9,OMEO THE PINES,
ASN00083053,-36.6167,147.1167,-999.9,TAWONGA,
ASN00083054,-36.9167,147.2833,-999.9,BOGONG HIGH PLAINS,
ASN00083055,-37.0491,147.3347,1295.4,DINNER PLAIN (MOUNT HOTHAM,AIR         94905
ASN00083056,-37.3667,146.1667,313.3,KEVINGTON,
ASN00083057,-36.6074,146.7888,235,MYRTLEFORD (OVENS RESEARCH,STA
ASN00083058,-36.8547,146.8581,500,HALLS (BUCKLAND RIVER AT TW,ELV
ASN00083061,-36.7,146.9333,279,POREPUNKAH,
ASN00083064,-36.941,147.7779,718,BENAMBRA (THE BROTHERS),
ASN00083065,-36.819,146.4818,357,CHESHUNT EURANGIE PARK,
ASN00083066,-37.605,146.2167,1207,MATLOCK,
ASN00083067,-36.7313,146.9614,319,BRIGHT,
ASN00083068,-37.0833,147.6,-999.9,OMEO SHAMROCK PARK,
ASN00083069,-36.8333,147.5,-999.9,SUNNYSIDE,
ASN00083070,-36.85,146.4,305,CHESHUNT SOUTH,
ASN00083073,-36.722,146.8189,1350,MOUNT BUFFALO CHALET,
ASN00083074,-36.9136,146.3864,440,LAKE WILLIAM HOVELL RESERVO,IR
ASN00083077,-37.0322,146.3508,1202,BALD HILL,
ASN00083078,-36.7667,146.7833,1555,MOUNT BUFFALO (CRESTA),
ASN00083079,-36.7132,146.6717,280,LAKE BUFFALO,
ASN00083080,-37.5164,145.9497,640,BIG RIVER (MESSMATE RIDGE),
ASN00083081,-36.9833,147.1478,1750,MOUNT HOTHAM,
ASN00083083,-36.7396,146.4671,365,EDI UPPER,95838
ASN00083084,-36.8708,147.2755,1765,FALLS CREEK,94903
ASN00083085,-36.9767,147.1342,1849,MOUNT HOTHAM,94906
ASN00083086,-36.75,146.8833,152.4,BROOKSIDE,
ASN00083090,-37.1017,147.6008,689.8,OMEO,94908
ASN00083091,-37.3016,146.1489,340,JAMIESON LICOLA RD,
ASN00084000,-37.1178,148.9653,793,BENDOC PARK,
ASN00084001,-37.1136,147.8119,510,BINDI,
ASN00084002,-37.1712,148.7228,673,BONANG,
ASN00084003,-37.7073,147.8314,22,BRUTHEN (POST OFFICE),
ASN00084004,-37.3,148.2,262.1,BUCHAN (GILLINGALL),
ASN00084005,-37.5035,148.1692,140,BUCHAN,
ASN00084006,-37.4,148.3,624.8,BUTCHERS RIDGE POST OFFICE,
ASN00084007,-37.2789,148.2544,740,BUTCHERS RIDGE,
ASN00084008,-37.7084,148.7093,25,CABBAGE TREE CREEK,
ASN00084009,-37.5414,148.9386,98,CLUB TERRACE,
ASN00084010,-37.4,149.0167,-999.9,COMBIENBAR,
ASN00084011,-37.5,147.25,207.3,DARGO,
ASN00084012,-37.4583,147.2519,205,DARGO,
ASN00084013,-37.0667,148.8,1036,DELEGATE RIVER,
ASN00084014,-37.106,148.6862,591,DELLICKNORA  (TELLICURA),
ASN00084015,-37.3757,147.8373,240,ENSAY,
ASN00084016,-37.5679,149.9158,15.2,GABO ISLAND LIGHTHOUSE,94933
ASN00084017,-37.25,148.3,780,GELANTIPY EAST,
ASN00084018,-37.4833,149.5667,-999.9,GENOA,
ASN00084019,-37.75,147.25,-999.9,GLENALADALE (LARAPINTA),
ASN00084020,-37.4194,147.1161,250,HAWKHURST,
ASN00084021,-37.9,147.9,-999.9,KALIMNA,
ASN00084022,-37.8833,148,5,LAKES ENTRANCE POST OFFICE,
ASN00084023,-37.7833,148.5333,24.4,MARLO,
ASN00084024,-37.6333,148.6833,-999.9,MURRUNGOWAR,
ASN00084025,-37.8507,147.7664,11,NICHOLSON (YENDALOCK),
ASN00084026,-37.5667,149.15,76.2,NOORINBEE,
ASN00084027,-37.5333,149.15,88.4,CANN RIVER FORESTRY,
ASN00084028,-37.7279,148.0958,30,NOWA NOWA,
ASN00084029,-37.6667,148.1833,61,NOWA NOWA (WAIREWA),
ASN00084030,-37.6917,148.4589,41,ORBOST (COMPARISON),94917
ASN00084031,-37.7,148.5667,11,BRODRIBB RIVER,
ASN00084032,-37.4,147.9,257.6,REEDY FLAT,
ASN00084033,-37.5,148.5333,-999.9,SARDINE CREEK,
ASN00084034,-37.75,147.7,-999.9,SARSFIELD,
ASN00084035,-37.2618,147.7229,293,SWIFTS CREEK,
ASN00084036,-37.75,148.9667,3,BEMM RIVER (SYDENHAM INLET),
ASN00084037,-37.1794,147.7072,420,TONGIO (BROOKLANDS),
ASN00084038,-37.1,148.3,853.4,WULGULMERANG,
ASN00084039,-37.0707,148.5906,451,TUBBUT,
ASN00084040,-37.3721,149.474,151,WANGARABELL,
ASN00084041,-37.4667,149.6667,24.4,GIPSY POINT,
ASN00084042,-37.3667,148.6833,280.4,GOONGERAH LOWER,
ASN00084043,-37.2333,147.8833,1036.3,BENTLEYS PLAINS,
ASN00084044,-37.0071,148.2666,919,BLACK MOUNTAIN,
ASN00084045,-37.8526,148.0638,21,LAKE TYERS,
ASN00084046,-37.4167,148.5833,-999.9,MARTIN VALE,
ASN00084047,-37.8833,147.85,-999.9,METUNG,
ASN00084048,-37.1167,147.8167,-999.9,BINDI (LEOMINSTER),
ASN00084049,-37.2,148.7,-999.9,BONANG (GOOMGERAH),
ASN00084050,-37.5,148.9,-999.9,BOULDER FLAT,
ASN00084051,-37.5,148.1833,-999.9,BUCHAN (ALMA VALE),
ASN00084052,-37.5,148.1833,-999.9,BUCHAN (BASIN RANCH),
ASN00084053,-37.5,148.1833,-999.9,BUCHAN STATE SCHOOL,
ASN00084054,-37.35,147.8,-999.9,ENSAY,
ASN00084055,-37.35,147.8167,-999.9,ENSAY (BOONAHBIRA),
ASN00084056,-37.4667,149.6667,-999.9,GENOA (GIPSY POINT),
ASN00084057,-37.2167,148.2667,786,GELANTIPY,
ASN00084058,-37.3,149.3,-999.9,KOWAT,
ASN00084059,-37.55,149.6833,-999.9,MALLACOOTA WEST,
ASN00084060,-37.7333,148.1167,-999.9,NOWA NOWA RAILWAY STATION,
ASN00084061,-37.25,147.7167,487.7,SWIFTS CREEK BUTTER FACTORY,
ASN00084062,-37.6,147.35,-999.9,TABBERABBERA,
ASN00084063,-37.3,147,-999.9,TALBOTVILLE,
ASN00084065,-37.25,147.6333,-999.9,TONGIO WEST,
ASN00084066,-37.6,149.1,-999.9,TONGHI CREEK 1,
ASN00084067,-37.3,149.4,-999.9,WROXHAM,
ASN00084068,-36.95,148.3333,-999.9,SUGGAN BUGGAN,
ASN00084069,-37.5333,149.4667,-999.9,KARLO CREEK STATION,
ASN00084070,-37.8017,149.2747,27,POINT HICKS (LIGHTHOUSE),94932
ASN00084072,-37.5697,149.0625,91,TONGHI CREEK (POST OFFICE),
ASN00084073,-37.5667,149.75,12.2,MALLACOOTA POST OFFICE,
ASN00084074,-37.4167,149.1833,178.3,NOORINBEE NORTH,
ASN00084075,-37.55,148.8,-999.9,GLENARTE,
ASN00084076,-37.2833,149.1333,335.3,BULDAH,
ASN00084077,-37.15,148.8833,914.4,BENDOC FORESTRY,
ASN00084078,-37.7513,147.7301,8,SARSFIELD EAST,
ASN00084079,-37.6833,148.8,170.1,MANORINA,
ASN00084080,-37.8167,147.6167,14,BAIRNSDALE POST OFFICE,
ASN00084081,-37.8,147.6,15.2,BAIRNSDALE (CLOVELLY),
ASN00084082,-37.8167,147.6167,51.8,BAIRNSDALE 1,
ASN00084083,-37.8692,147.9961,43,LAKES ENTRANCE,
ASN00084084,-37.5976,149.7289,22,MALLACOOTA,94935
ASN00084085,-37.4315,149.0003,178,COMBIENBAR,
ASN00084086,-37.8167,147.8667,-999.9,SWAN REACH (TAMBO VALE),
ASN00084087,-37.5833,147.3667,116,TABBERABBERA (THE PINES),
ASN00084089,-37.3333,147.6167,750,BROOKVILLE,
ASN00084090,-37.5058,147.8476,195,TAMBO CROSSING,
ASN00084091,-37.65,147.5333,-999.9,BULLUMWAAL POST OFFICE,
ASN00084092,-37.7283,147.5167,152,MELWOOD (BUNDALEER),
ASN00084093,-37.7132,148.3954,20,BETE BOLONG (RUSSELLS ESTAT,E)
ASN00084094,-37.3161,148.0461,395,BUCHAN (TIMBARRA),
ASN00084095,-37.4333,147.3167,472,DARGO (HOMELEA),
ASN00084096,-37.5455,148.1357,240,BUCHAN SOUTH,
ASN00084097,-37.6778,147.55,-999.9,BULLUMWAAL,
ASN00084099,-37.8833,147.8833,6,METUNG (BELL POINT),
ASN00084100,-37.8333,147.6206,10,BAIRNSDALE WATERWORKS,
ASN00084101,-37.4333,147.15,-999.9,DARGO (BLACK SNAKE CREEK ST,ATI
ASN00084102,-37.1333,148.6664,-999.9,CABANANDRA (GREENHAVEN),
ASN00084103,-37.8,148.5333,21.3,MARLO (JORGENSEN),
ASN00084104,-37.6183,148.71,609.6,MURRUNGOWAR (DOUTHAT),
ASN00084105,-37.3667,148.9167,-999.9,ERRINUNDRA,
ASN00084106,-37.2239,148.8244,895,BENDOC,
ASN00084107,-37.0826,148.2791,914.4,WULGULMERANG (PLEASANT VIEW,)
ASN00084108,-37.8333,147.65,5,BAIRNSDALE,
ASN00084109,-37.5006,148.2717,-999.9,BUCHAN (SNOWY RIVER AT D/S,BAS
ASN00084111,-37.1014,148.4308,270,DEDDICK,
ASN00084112,-37.5656,149.1504,93,CANN RIVER,
ASN00084114,-37.75,148.0833,313.9,MOUNT NOWA NOWA,
ASN00084115,-37.8167,147.8833,-999.9,SWAN REACH,
ASN00084116,-37.65,147.7,-999.9,WATERHOLES,
ASN00084117,-37.6667,149.3333,579.1,MOUNT DRUMMER,
ASN00084118,-37.49,147.1658,200,WONNAGATTA RIVER @ WATERFOR,D
ASN00084119,-37.4,147.8833,-999.9,REEDY FLAT (TRINAFOUR),
ASN00084120,-37.3167,148.7,240.8,GOONGERAH,
ASN00084121,-37.7014,148.4569,45.4,ORBOST SRWSC,
ASN00084122,-37.4772,149.6386,21,GENOA (FOOLS HAVEN),
ASN00084123,-37.3475,149.4806,210,WROXHAM NO 2,
ASN00084124,-37.5833,148.8833,-999.9,SANS SOUCI,
ASN00084125,-37.3811,147.1067,255,CROOKED RIVER,
ASN00084126,-37.0847,148.4131,-999.9,MCKILLOP'S BRIDGE (SNOWY RI,VER
ASN00084128,-37.3564,149.2058,240,WEERAGUA (CANN RIVER (EAST,BRA
ASN00084129,-37.6833,148.3333,110,BETE BOLONG FCV PLANTATION,
ASN00084130,-37.6333,149.3333,170,WINGAN INLET ROAD,
ASN00084131,-37.7667,148.0667,90,NOWA NOWA FCV PLANTATION,
ASN00084132,-37.3339,148.8742,1100,ERRINUNDRA PLATEAU,
ASN00084134,-37.3397,148.712,277,GOONGERAH,
ASN00084135,-37.0833,148.4833,-999.9,DEDDICK NATIONAL PARK,
ASN00084136,-37.2667,148.25,732,BUTCHERS RIDGE (ITA),
ASN00084137,-37.4283,148.1983,-999.9,MURRINDAL,
ASN00084138,-37.4,148.6667,210,GOONGERAH SOUTH,
ASN00084139,-37.2333,149.0667,1000,BENDOC COAST RANGE,
ASN00084140,-37.7962,147.7559,42,NICHOLSON WINERY,
ASN00084142,-37.22,148.2625,755,GELANTIPY,94913
ASN00084143,-37.3417,149.0228,640,COMBIENBAR AWS,94914
ASN00084144,-37.6924,148.0908,350,MOUNT NOWA NOWA,94930
ASN00084145,-37.6922,148.4667,62.7,ORBOST,95918
ASN00084147,-37.8164,147.5714,20,BAIRNSDALE (MITCHELL RIVER,@ R
ASN00084148,-37.8385,147.8312,19,METUNG (SUNNYBANK),
ASN00084150,-37.8717,148.006,4,LAKES ENTRANCE (EASTERN BEA,CH          95904
ASN00085000,-37.7,146.3667,1060,ABERFELDY,
ASN00085001,-38.6775,146.3769,7,AGNES RIVER,
ASN00085002,-38.4,146.3,289.6,ALDIVALOCH (BUDGEREE),
ASN00085003,-38.6167,146.6667,10,ALBERTON POST OFFICE,
ASN00085004,-38.2,146.1,-999.9,ALLAMBEE STATE SCHOOL,
ASN00085005,-38.3938,146.4651,695,TRARALGON CREEK (MOUNT HOOG,HLY
ASN00085006,-38.393,146.5132,560,LE ROY (TAYLORS RD QUARRY),
ASN00085007,-38.4307,146.5398,585,BALOOK,
ASN00085008,-38.4,146.6,-999.9,BALOOK,
ASN00085009,-38.1951,146.5293,-999.9,TRARALGON EPA,
ASN00085010,-37.9667,147.4667,-999.9,BENGWORDEN,
ASN00085011,-38.4,146.65,658.4,BLACKWARRY,
ASN00085012,-37.9,147,-999.9,BOISDALE,
ASN00085013,-38.35,146.2,-999.9,BOOLA BOOLA CAMP,
ASN00085014,-38.35,146.2,289.6,BOOLARRA,
ASN00085015,-38.4322,146.3806,442,BUDGEREE EAST (CLAREMONT),
ASN00085016,-37.8667,147.0167,40,BUSHY PARK,
ASN00085017,-38.3833,146.6,549,CALLIGNEE SOUTH,
ASN00085018,-38.3667,146.7,548.6,CARRAJUNG POST OFFICE,
ASN00085019,-38.3,146.1,-999.9,CHILDERS,
ASN00085020,-38.0373,147.178,3,CLYDEBANK,
ASN00085021,-37.7,146.5167,1440,MOUNT USEFUL,
ASN00085022,-38.0133,146.7264,-999.9,DENISON (WANDOCKA STATE SCH,OOL
ASN00085023,-38.1383,145.86,135,DROUIN BOWLING CLUB,
ASN00085024,-38.1,145.8,121.9,DROUIN WEST,
ASN00085025,-38.1833,147.2,23,DUTSON,
ASN00085026,-37.9743,146.3735,445,ERICA,
ASN00085027,-37.9,147.3,-999.9,FERNBANK,
ASN00085028,-38.72,146.0633,70,FISH CREEK,
ASN00085029,-38.652,146.1997,33,FOSTER (POST OFFICE),
ASN00085030,-38.4455,146.2699,320,BOOLARRA SOUTH,
ASN00085032,-37.95,146.1333,434.3,FUMINA SOUTH,
ASN00085033,-38.4228,147.0864,15,GIFFARD,
